13441,43.2264,-75.4083
32828,28.5523,-81.1795
20190,38.9615,-77.3418
30063,33.9653,-84.5112
92064,32.9756,-117.0402
20190,38.9615,-77.3418
80533,40.1815,-105.2327
22203,38.8738,-77.1142
20151,38.8867,-77.4457
20190,38.9615,-77.3418
90503,33.8397,-118.3542
22209,38.8926,-77.0753
77554,29.2243,-94.9637
20817,38.9896,-77.1538
20191,38.9318,-77.3527
20171,38.9252,-77.3928
20151,38.8867,-77.4457
22102,38.953,-77.2295
36104,32.373,-86.3081
58601,46.8057,-102.7565
36109,32.3834,-86.2434
01821,42.5519,-71.2518
35805,34.7059,-86.6165
22042,38.8635,-77.1939
22042,38.8635,-77.1939
20723,39.1208,-76.8435
33950,26.9152,-82.0532
22102,38.953,-77.2295
20151,38.8867,-77.4457
32095,30.011,-81.4108
20171,38.9252,-77.3928
99501,61.2116,-149.8761
20191,38.9318,-77.3527
78682,30.6568,-97.6026
21040,39.4277,-76.3055
20171,38.9252,-77.3928
22192,38.676,-77.3163
20171,38.9252,-77.3928
78249,29.5612,-98.6117
22102,38.953,-77.2295
20170,38.9839,-77.3675
22102,38.953,-77.2295
32920,28.3903,-80.6043
20171,38.9252,-77.3928
35824,34.6583,-86.7295
87106,35.079,-106.6169
91789,34.0183,-117.8546
92626,33.6801,-117.9085
20151,38.8867,-77.4457
20120,38.8448,-77.467
20191,38.9318,-77.3527
94949,38.0618,-122.5404
22102,38.953,-77.2295
37214,36.1633,-86.6609
33458,26.9339,-80.1201
03743,43.3679,-72.3422
91342,34.3054,-118.4322
78748,30.1743,-97.8225
99503,61.19,-149.8938
79907,31.7089,-106.3293
22079,38.6929,-77.204
30117,33.5798,-85.0812
59715,45.6693,-111.0431
60601,41.8858,-87.6181
22835,38.6548,-78.4596
22301,38.82,-77.0589
99501,61.2116,-149.8761
22102,38.953,-77.2295
20191,38.9318,-77.3527
20191,38.9318,-77.3527
22043,38.8994,-77.1895
20191,38.9318,-77.3527
99501,61.2116,-149.8761
45202,39.1072,-84.502
23117,37.9986,-77.8781
85364,32.7015,-114.6424
80112,39.5805,-104.9011
22556,38.4718,-77.5102
22102,38.953,-77.2295
21090,39.2092,-76.6681
55303,45.2825,-93.4186
20653,38.2495,-76.4529
78209,29.4821,-98.4554
85255,33.6968,-111.8892
26505,39.6505,-79.944
78229,29.5042,-98.5697
22835,38.6548,-78.4596
22102,38.953,-77.2295
20151,38.8867,-77.4457
30319,33.8687,-84.3351
22182,38.928,-77.2649
20036,38.9087,-77.0414
20171,38.9252,-77.3928
30005,34.0782,-84.2281
99501,61.2116,-149.8761
21046,39.1702,-76.8538
19010,40.0236,-75.3295
79201,34.4104,-100.2364
20191,38.9318,-77.3527
33309,26.1817,-80.1746
55422,45.0096,-93.3424
21046,39.1702,-76.8538
64844,36.9066,-94.2643
22033,38.8776,-77.3885
11201,40.694,-73.9903
23824,37.0916,-77.9851
78229,29.5042,-98.5697
92507,33.9761,-117.3389
20002,38.9024,-76.9901
20190,38.9615,-77.3418
85716,32.2468,-110.9222
97760,44.3909,-121.2379
20814,39.0003,-77.1022
76701,31.5525,-97.1396
22209,38.8926,-77.0753
94065,37.5331,-122.2486
22042,38.8635,-77.1939
77045,29.6297,-95.4382
78205,29.4237,-98.4925
24870,37.7407,-81.5831
22408,38.2481,-77.4681
74103,36.1539,-95.9954
22554,38.4586,-77.4306
27809,36.0067,-77.7074
20191,38.9318,-77.3527
22030,38.8458,-77.3242
20191,38.9318,-77.3527
29492,32.9668,-79.8528
94538,37.5308,-121.9712
25446,39.2338,-77.9586
75703,32.2768,-95.3031
20171,38.9252,-77.3928
22312,38.8191,-77.1484
22202,38.8565,-77.0592
30067,33.9282,-84.4733
22401,38.2995,-77.4772
19946,39.0342,-75.4545
89314,38.9324,-115.7145
20850,39.087,-77.168
78666,29.8754,-97.9404
32309,30.5422,-84.1413
21401,38.9898,-76.5501
22182,38.928,-77.2649
92123,32.7973,-117.1392
20814,39.0003,-77.1022
85365,32.7093,-114.4905
74015,36.1721,-95.7273
73505,34.6179,-98.4552
20190,38.9615,-77.3418
68071,42.2339,-96.4685
92110,32.7635,-117.2028
24084,37.1057,-80.6853
68071,42.2339,-96.4685
99501,61.2116,-149.8761
78841,29.3465,-100.9289
99709,64.8544,-147.8469
11530,40.7245,-73.6487
79915,31.7432,-106.3686
79906,31.8092,-106.4247
81003,38.2843,-104.6234
22312,38.8191,-77.1484
22043,38.8994,-77.1895
22102,38.953,-77.2295
28654,36.0788,-81.1781
98312,47.5754,-122.6958
22314,38.806,-77.0529
77027,29.7396,-95.446
85635,31.5365,-110.2666
22902,38.0266,-78.4805
22102,38.953,-77.2295
30339,33.8713,-84.4629
99503,61.19,-149.8938
78259,29.6283,-98.4445
30303,33.7525,-84.3888
22209,38.8926,-77.0753
80538,40.4262,-105.09
20190,38.9615,-77.3418
75215,32.7582,-96.7623
13088,43.1099,-76.187
79901,31.7584,-106.4783
22209,38.8926,-77.0753
84111,40.7548,-111.881
70820,30.3795,-91.1671
20653,38.2495,-76.4529
23452,36.8348,-76.0961
23462,36.8392,-76.1522
32931,28.3325,-80.6121
76179,32.9074,-97.4257
20171,38.9252,-77.3928
54313,44.5463,-88.1021
49622,45.0748,-85.2673
80921,39.0487,-104.814
80202,39.7491,-104.9946
91945,32.7332,-117.0326
80919,38.9268,-104.8464
11249,40.6451,-73.945
89119,36.1008,-115.1365
21045,39.2051,-76.8322
20120,38.8448,-77.467
78735,30.249,-97.8414
20036,38.9087,-77.0414
35808,34.6845,-86.6538
21403,38.9524,-76.491
20759,39.1502,-76.93
44240,41.1449,-81.3498
39556,30.4875,-89.4187
22102,38.953,-77.2295
99503,61.19,-149.8938
20007,38.9144,-77.074
20852,39.0496,-77.1204
30092,33.9701,-84.2216
20191,38.9318,-77.3527
92108,32.7783,-117.1335
22203,38.8738,-77.1142
92020,32.7928,-116.9665
92506,33.9455,-117.3757
46032,39.9712,-86.1245
22124,38.8852,-77.3233
37040,36.522,-87.349
20814,39.0003,-77.1022
11747,40.7946,-73.403
86001,35.1859,-111.662
35758,34.7108,-86.7425
22182,38.928,-77.2649
53226,43.0493,-88.0414
20001,38.9122,-77.0177
22042,38.8635,-77.1939
20876,39.188,-77.2358
22042,38.8635,-77.1939
20151,38.8867,-77.4457
22314,38.806,-77.0529
78840,29.4102,-100.8932
85027,33.6819,-112.0996
88007,32.3224,-106.8041
20190,38.9615,-77.3418
22182,38.928,-77.2649
22150,38.7797,-77.1866
20175,39.042,-77.6054
46250,39.9048,-86.0673
80921,39.0487,-104.814
78228,29.4589,-98.5699
23452,36.8348,-76.0961
20191,38.9318,-77.3527
97502,42.3899,-122.9222
20151,38.8867,-77.4457
22042,38.8635,-77.1939
22030,38.8458,-77.3242
22102,38.953,-77.2295
20151,38.8867,-77.4457
60510,41.8482,-88.3098
68104,41.2919,-95.9999
21230,39.2645,-76.6224
79905,31.7674,-106.4304
20147,39.0373,-77.4805
53202,43.0506,-87.8968
21057,39.4575,-76.5153
80920,38.9497,-104.767
95076,36.9102,-121.7569
20770,38.9996,-76.884
21001,39.5109,-76.1805
22201,38.8871,-77.0932
20876,39.188,-77.2358
20175,39.042,-77.6054
20171,38.9252,-77.3928
80003,39.8286,-105.0655
34236,27.3269,-82.5433
85364,32.7015,-114.6424
30188,34.106,-84.5117
23320,36.7352,-76.2384
94710,37.8696,-122.2959
78249,29.5612,-98.6117
32405,30.1949,-85.6727
72204,34.7269,-92.344
19103,39.9513,-75.1741
47404,39.195,-86.5757
20001,38.9122,-77.0177
04351,44.358,-69.867
17201,39.9313,-77.6579
02143,42.3829,-71.1028
22153,38.7449,-77.237
45202,39.1072,-84.502
22182,38.928,-77.2649
32808,28.5803,-81.4396
30339,33.8713,-84.4629
22102,38.953,-77.2295
30067,33.9282,-84.4733
23462,36.8392,-76.1522
22033,38.8776,-77.3885
21666,38.9394,-76.3371
21211,39.3316,-76.6336
20169,38.8674,-77.6445
94306,37.418,-122.1274
78408,27.7945,-97.4381
74116,36.175,-95.8477
45263,39.1668,-84.5382
22025,38.5993,-77.3403
78702,30.2638,-97.7166
90731,33.7339,-118.2914
33020,26.0161,-80.1517
22102,38.953,-77.2295
64108,39.0837,-94.5868
80921,39.0487,-104.814
20011,38.9518,-77.0203
20147,39.0373,-77.4805
49464,42.8256,-86.0104
77429,29.9766,-95.6358
22192,38.676,-77.3163
39180,32.3258,-90.8507
96734,21.4063,-157.7448
21704,39.3455,-77.3832
20759,39.1502,-76.93
30063,33.9653,-84.5112
95605,38.5927,-121.5325
22124,38.8852,-77.3233
85364,32.7015,-114.6424
23704,36.8298,-76.3146
20037,38.9014,-77.0504
73005,35.0728,-98.2429
98004,47.6155,-122.2072
44131,41.3809,-81.6642
33612,28.0502,-82.45
73071,35.233,-97.4067
28801,35.5971,-82.5565
20002,38.9024,-76.9901
85024,33.6617,-112.037
20166,38.9814,-77.4723
20817,38.9896,-77.1538
22182,38.928,-77.2649
22314,38.806,-77.0529
98052,47.6718,-122.1232
22182,38.928,-77.2649
83402,43.4934,-112.0578
20036,38.9087,-77.0414
11224,40.5767,-73.9884
20016,38.9381,-77.086
22193,38.6438,-77.3451
33024,26.0296,-80.2489
22102,38.953,-77.2295
92243,32.7893,-115.5665
22182,38.928,-77.2649
22903,38.0339,-78.4924
20190,38.9615,-77.3418
20723,39.1208,-76.8435
20171,38.9252,-77.3928
48207,42.3524,-83.0271
20171,38.9252,-77.3928
20176,39.1821,-77.5359
93422,35.4754,-120.6638
55401,44.9835,-93.2683
06614,41.216,-73.1304
87106,35.079,-106.6169
78752,30.3316,-97.7004
98199,47.6488,-122.3964
20151,38.8867,-77.4457
21401,38.9898,-76.5501
20171,38.9252,-77.3928
33777,27.8688,-82.7344
32305,30.334,-84.287
22209,38.8926,-77.0753
80921,39.0487,-104.814
99645,61.6303,-148.9872
85364,32.7015,-114.6424
20001,38.9122,-77.0177
85713,32.1941,-110.9739
20166,38.9814,-77.4723
93036,34.2351,-119.182
20740,38.9963,-76.9299
93740,36.7464,-119.6397
37027,36.0063,-86.7909
85635,31.5365,-110.2666
90067,34.0551,-118.4095
96813,21.3179,-157.8521
37067,35.9121,-86.7655
90401,34.0176,-118.4907
