let geocoded_ice = 
`recipient_name,total_obligated_amount,Country,Address,County,City,State,"Zip4 Code","Geocodio Latitude","Geocodio Longitude","Geocodio Accuracy Score","Geocodio Accuracy Type","Geocodio Address Line 1","Geocodio Address Line 2","Geocodio Address Line 3","Geocodio House Number","Geocodio Street","Geocodio Unit Type","Geocodio Unit Number","Geocodio City","Geocodio State","Geocodio County","Geocodio Postal Code","Geocodio Country","Geocodio Source"
"PHERSON ASSOCIATES, LLC",1079301.9,USA,"12110 SUNSET HILLS RD STE 600",RESTON,FAIRFAX,VA,201905916,38.955401,-77.364403,1,rooftop,"12110 Sunset Hills Rd","Ste 600","Reston, VA 20190",12110,"Sunset Hills Rd",Ste,600,Reston,VA,"Fairfax County",20190,US,Fairfax
"MASTODON DESIGN LLC",1052651.43,USA,"55 SCIENCE PKWY",ROCHESTER,MONROE,NY,146204258,43.117417,-77.614877,1,rooftop,"55 Science Pkwy",,"Rochester, NY 14620",55,"Science Pkwy",,,Rochester,NY,"Monroe County",14620,US,"City of Rochester"
"TRANS UNION LLC",1049250,USA,"555 W ADAMS ST FL 1",CHICAGO,COOK,IL,606613614,41.87898,-87.641548,1,rooftop,"555 W Adams St","Fl 1","Chicago, IL 60661",555,"W Adams St",Fl,1,Chicago,IL,"Cook County",60661,US,"City of Chicago"
"ADVANCED COMPUTER CONCEPTS, INC.",1036951.77,USA,"7927 JONES BRANCH DR","MC LEAN",FAIRFAX,VA,221023317,38.930805,-77.219748,1,rooftop,"7927 Jones Branch Dr",,"Mc Lean, VA 22102",7927,"Jones Branch Dr",,,"Mc Lean",VA,"Fairfax County",22102,US,Fairfax
"TLI CONSTRUCTION, INC.",1032131.29,USA,"3610 CENTRAL AVE STE 400",RIVERSIDE,RIVERSIDE,CA,925065907,33.953327,-117.391678,1,rooftop,"3610 Central Ave","Ste 400","Riverside, CA 92506",3610,"Central Ave",Ste,400,Riverside,CA,"Riverside County",92506,US,"City of Riverside"
"LEADING TECHNOLOGY COMPOSITES INC",1028606.77,USA,"2626 W MAY ST",WICHITA,SEDGWICK,KS,672131854,37.659434,-97.372715,1,rooftop,"2626 W May St",,"Wichita, KS 67213",2626,"W May St",,,Wichita,KS,"Sedgwick County",67213,US,"City of Wichita"
"INTRANET COMMUNICATIONS GROUP, INC.",1012638.51,USA,"3500 NW 2ND AVE STE 727","BOCA RATON","PALM BEACH",FL,334315870,26.381866,-80.084003,1,rooftop,"3500 NW 2nd Ave","Ste 727","Boca Raton, FL 33431",3500,"NW 2nd Ave",Ste,727,"Boca Raton",FL,"Palm Beach County",33431,US,"Palm Beach (Public Domain Palm Beach County)"
"ALTANA TECHNOLOGIES USG INC",1000000,USA,"700 14TH ST NW",WASHINGTON,"DISTRICT OF COLUMBIA",DC,200052010,38.898582,-77.032218,1,rooftop,"700 14th St NW",,"Washington, DC 20005",700,"14th St NW",,,Washington,DC,"District of Columbia",20005,US,"Statewide (City of Washington)"
"THE ESCAL INSTITUTE OF ADVANCED TECHNOLOGIES, INC.",999838.4,USA,"11200 ROCKVILLE PIKE STE 200",ROCKVILLE,MONTGOMERY,MD,208523103,39.040834,-77.110826,1,rooftop,"11200 Rockville Pike","Ste 200","Rockville, MD 20852",11200,"Rockville Pike",Ste,200,Rockville,MD,"Montgomery County",20852,US,Montgomery
"GOVSMART, INC.",996063.5,USA,"715 CHARLTON AVE STE 100",CHARLOTTESVILLE,"CHARLOTTESVILLE (CITY)",VA,229035203,38.037703,-78.485789,1,rooftop,"715 Charlton Ave","Ste 100","Charlottesville, VA 22903",715,"Charlton Ave",Ste,100,Charlottesville,VA,"Charlottesville City",22903,US,"City of Charlottesville"
"TECHNICAL AND PROJECT ENGINEERING, LLC",991219.32,USA,"6363 WALKER LANE, SUITE 300",ALEXANDRIA,FAIRFAX,VA,223103262,38.768906,-77.157042,1,rooftop,"6363 Walker Ln","Ste 300","Alexandria, VA 22310",6363,"Walker Ln",Ste,300,Alexandria,VA,"Fairfax County",22310,US,Fairfax
"HOMELAND SECURITY AND MANAGEMENT SOLUTIONS, INC.",987188.6,USA,"13178 LARCHDALE RD UNIT 1",LAUREL,"PRINCE GEORGE'S",MD,207081704,39.070006,-76.862892,1,rooftop,"13178 Larchdale Rd","Apt 1","Laurel, MD 20708",13178,"Larchdale Rd",Apt,1,Laurel,MD,"Prince George's County",20708,US,"Prince Georges"
"ECONOMIC SYSTEMS INC",987061.84,USA,"3120 FAIRVIEW PARK DR STE 500","FALLS CHURCH",FAIRFAX,VA,220424568,38.861345,-77.218207,1,rooftop,"3120 Fairview Park Dr","Ste 500","Falls Church, VA 22042",3120,"Fairview Park Dr",Ste,500,"Falls Church",VA,"Fairfax County",22042,US,Fairfax
"DIGITALEDGE JV LLC",985386.74,USA,"3949 PENDER DR STE 305",FAIRFAX,FAIRFAX,VA,220306048,38.86154,-77.332032,1,rooftop,"3949 Pender Dr","Ste 305","Fairfax, VA 22030",3949,"Pender Dr",Ste,305,Fairfax,VA,"Fairfax County",22030,US,Fairfax
"STRATEGIC OPERATIONS, INC.",974648.28,USA,"4705 RUFFIN RD","SAN DIEGO","SAN DIEGO",CA,921231611,32.825691,-117.12666,1,rooftop,"4705 Ruffin Rd",,"San Diego, CA 92123",4705,"Ruffin Rd",,,"San Diego",CA,"San Diego County",92123,US,"City of San Diego (ODC PDDL)"
"MCG HEALTH, LLC.",960145.9,USA,"901 5TH AVE STE 2000",SEATTLE,KING,WA,981642076,47.606044,-122.331875,1,rooftop,"901 5th Ave","Ste 2000","Seattle, WA 98164",901,"5th Ave",Ste,2000,Seattle,WA,"King County",98164,US,King
"ARMADA, LTD.",957908.88,USA,"23 CLAIREDAN DRIVE",POWELL,DELAWARE,OH,430658064,40.166812,-83.077229,1,rooftop,"23 Clairedan Dr",,"Powell, OH 43065",23,"Clairedan Dr",,,Powell,OH,"Delaware County",43065,US,"City of Columbus"
"PHOENIX GENERAL CONTRACTORS, LLC",956306.38,USA,"11940 DON HASKINS DR","EL PASO","EL PASO",TX,799366998,31.733852,-106.292339,1,rooftop,"11940 Don Haskins Dr",,"El Paso, TX 79936",11940,"Don Haskins Dr",,,"El Paso",TX,"El Paso County",79936,US,"Statewide (CC 0 Texas Natural Resources Information System)"
"CYNWAVE SOLUTIONS, LLC",938254.71,USA,"238 EDENBRIDGE WAY",EVANS,COLUMBIA,GA,308098296,33.589299,-82.16143,1,rooftop,"238 Edenbridge Way",,"Evans, GA 30809",238,"Edenbridge Way",,,Evans,GA,"Columbia County",30809,US,Columbia
"ASSOCIATION OF CERTIFIED ANTI-MONEY LAUNDERING SPECIALISTS, LLC",919090,USA,"80 SW 8TH ST STE 2300",MIAMI,MIAMI-DADE,FL,331303031,25.765862,-80.194854,1,rooftop,"80 SW 8th St","Ste 2300","Miami, FL 33130",80,"SW 8th St",Ste,2300,Miami,FL,"Miami-Dade County",33130,US,"City of Miami"
"CGI FEDERAL INC.",916625.61,USA,"12601 FAIR LAKES CIR # 100",FAIRFAX,FAIRFAX,VA,220334920,38.857067,-77.381938,1,rooftop,"12601 Fair Lakes Cir","# 100","Fairfax, VA 22033",12601,"Fair Lakes Cir",#,100,Fairfax,VA,"Fairfax County",22033,US,Fairfax
"COINBASE INC",910000,USA,"430 CALIFORNIA ST","SAN FRANCISCO","SAN FRANCISCO",CA,941041301,37.793262,-122.401789,1,rooftop,"430 California St",,"San Francisco, CA 94104",430,"California St",,,"San Francisco",CA,"San Francisco County",94104,US,"San Francisco (City and County of San Francisco Public Domain Dedication and License (PDDL) v1.0)"
"5150 LABS LLC",891750,USA,"42882 TRURO PARISH DR STE 206",BROADLANDS,LOUDOUN,VA,201484458,39.018624,-77.518871,1,rooftop,"42882 Truro Parish Dr","Ste 206","Broadlands, VA 20148",42882,"Truro Parish Dr",Ste,206,Broadlands,VA,"Loudoun County",20148,US,Loudoun
"FORRESTER RESEARCH, INC.",890028.47,USA,"60 ACORN PARK DR",CAMBRIDGE,MIDDLESEX,MA,21402303,42.398261,-71.14875,1,rooftop,"60 Acorn Park Dr",,"Cambridge, MA 02140",60,"Acorn Park Dr",,,Cambridge,MA,"Middlesex County",02140,US,"City of Cambridge"
"THE LANGUAGE DOCTORS, INC",887582.55,USA,"1910 TOWNE CENTRE BLVD",ANNAPOLIS,"ANNE ARUNDEL",MD,214012781,38.980672,-76.539383,1,rooftop,"1910 Towne Centre Blvd",,"Annapolis, MD 21401",1910,"Towne Centre Blvd",,,Annapolis,MD,"Anne Arundel County",21401,US,"Anne Arundel (Anne Arundel County)"
"MBF INDUSTRIES, INC.",887030,USA,"210 TECH DR",SANFORD,SEMINOLE,FL,327716662,28.800844,-81.321379,1,rooftop,"210 Tech Dr",,"Sanford, FL 32771",210,"Tech Dr",,,Sanford,FL,"Seminole County",32771,US,Seminole
"ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE, INC.",870528.96,USA,"380 NEW YORK STREET",REDLANDS,"SAN BERNARDINO",CA,923738118,34.057237,-117.194872,1,rooftop,"380 New York St",,"Redlands, CA 92373",380,"New York St",,,Redlands,CA,"San Bernardino County",92373,US,"City of Redlands"
AARDVARK,838155.54,USA,"1935 PUDDINGSTONE DR","LA VERNE","LOS ANGELES",CA,917505818,34.093836,-117.776393,1,rooftop,"1935 Puddingstone Dr",,"La Verne, CA 91750",1935,"Puddingstone Dr",,,"La Verne",CA,"Los Angeles County",91750,US,"Los Angeles (Los Angeles County license to copy, publish, distribute and/or transmit the Data, to adapt the Data and to exploit the Data for commercial and/or personal use)"
"GO & ZALEZ INC",832557,USA,"17234 FM 1314 RD",CONROE,MONTGOMERY,TX,773024850,30.203056,-95.346804,0.95,rooftop,"17234 Farm To Market Rd 1314",,"Conroe, TX 77302",17234,"Farm To Market Rd 1314",,,Conroe,TX,"Montgomery County",77302,US,Montgomery
"COLD BOX EXPRESS, INC.",832500,USA,"992 N BRINDLEE MOUNTAIN PKWY",ARAB,MARSHALL,AL,350161065,34.333611,-86.502667,0.88,nearest_rooftop_match,"1010 N Brindlee Mountain Pkwy",,"Arab, AL 35016",1010,"N Brindlee Mountain Pkwy",,,Arab,AL,"Marshall County",35016,US,Marshall
"THE JOHNS HOPKINS UNIVERSITY",828084.68,USA,"3400 N CHARLES ST W400 WYMAN PARK BLDG",BALTIMORE,"BALTIMORE (CITY)",MD,212182680,39.329096,-76.61937,1,rooftop,"3400 N Charles St","Bldg BALTIMORE","Baltimore, MD 21218",3400,"N Charles St",Bldg,BALTIMORE,Baltimore,MD,"Baltimore City",21218,US,"City of Baltimore"
"XRAD TELE-SERVICES INC",825300,USA,"1832 VIA ALLENA",OCEANSIDE,"SAN DIEGO",CA,920566223,33.213961,-117.284631,1,rooftop,"1832 Via Allena",,"Oceanside, CA 92056",1832,"Via Allena",,,Oceanside,CA,"San Diego County",92056,US,"San Diego Geographic Information Source - JPA"
"CONVERGEONE GOVERNMENT SOLUTIONS, LLC",823037.66,USA,"350 CLARK DR","BUDD LAKE",MORRIS,NJ,78281394,40.89308,-74.729847,1,rooftop,"350 Clark Dr",,"Budd Lake, NJ 07828",350,"Clark Dr",,,"Budd Lake",NJ,"Morris County",07828,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"BIALEK CORPORATION OF MARYLAND",814749.74,USA,"2000 TOWER OAKS BLVD",ROCKVILLE,MONTGOMERY,MD,208524282,39.06618,-77.153359,1,rooftop,"2000 Tower Oaks Blvd",,"Rockville, MD 20852",2000,"Tower Oaks Blvd",,,Rockville,MD,"Montgomery County",20852,US,Montgomery
"FARBER SPECIALTY VEHICLES, INC",794643,USA,"7052 AMERICANA PARKWAY",REYNOLDSBURG,LICKING,OH,43068,39.930597,-82.810946,1,rooftop,"7052 Americana Pkwy",,"Reynoldsburg, OH 43068",7052,"Americana Pkwy",,,Reynoldsburg,OH,"Fairfield County",43068,US,"City of Columbus"
"RESURGENS RISK MANAGEMENT, INC.",781145,USA,"1170 PEACHTREE ST NE STE 1200",ATLANTA,FULTON,GA,303617673,33.844371,-84.47405,0.5,place,,,"Atlanta, GA 30361",,,,,Atlanta,GA,"Cobb County",30361,US,"TIGER/Line® dataset from the US Census Bureau"
"JTF BUSINESS SYSTEMS CORPORATION",774210.03,USA,"7370 STEEL MILL DR",SPRINGFIELD,FAIRFAX,VA,221503600,38.794119,-77.19861,1,rooftop,"7370 Steel Mill Dr",,"Springfield, VA 22150",7370,"Steel Mill Dr",,,Springfield,VA,"Fairfax County",22150,US,Fairfax
"KALAKOA PAINTING LLC",742078,USA,"330 ULUNIU ST",KAILUA,HONOLULU,HI,967342533,21.397113,-157.742609,1,rooftop,"330 Uluniu St",,"Kailua, HI 96734",330,"Uluniu St",,,Kailua,HI,"Honolulu County",96734,US,"Honolulu (City of Honolulu)"
"QUIET PROFESSIONALS, LLC",741350.4,USA,"2701 NORTH ROCKY POINT DRIVE, SUITE 175",TAMPA,HILLSBOROUGH,FL,336075998,27.96433,-82.568357,1,rooftop,"2701 N Rocky Point Dr","Ste 175","Tampa, FL 33607",2701,"N Rocky Point Dr",Ste,175,Tampa,FL,"Hillsborough County",33607,US,"Hillsborough (Hillsborough County CC BY 4.0)"
"INTERNATIONAL CARTRIDGE CORP",741280.43,USA,"2273 ROUTE 310",REYNOLDSVILLE,JEFFERSON,PA,158512429,41.035984,-78.947648,1,range_interpolation,"2273 State Rte 310",,"Reynoldsville, PA 15851",2273,"State Rte 310",,,Reynoldsville,PA,"Jefferson County",15851,US,"TIGER/Line® dataset from the US Census Bureau"
"LUMIA ONE, INC.",735252.24,USA,"21321 GOLF ESTATES DR",GAITHERSBURG,MONTGOMERY,MD,208821935,39.213331,-77.12054,1,rooftop,"21321 Golf Estates Dr",,"Gaithersburg, MD 20882",21321,"Golf Estates Dr",,,Gaithersburg,MD,"Montgomery County",20882,US,Montgomery
"GLOBAL TEL*LINK CORPORATION",732633.74,USA,"3120 FAIRVIEW PK DR STE 300","FALLS CHURCH",FAIRFAX,VA,220424571,38.861345,-77.218207,1,rooftop,"3120 Fairview Park Dr","Ste 300","Falls Church, VA 22042",3120,"Fairview Park Dr",Ste,300,"Falls Church",VA,"Fairfax County",22042,US,Fairfax
"CORPORATE SOURCE, INC THE",723060.33,USA,"1225 FRANKLIN AVE STE 335","GARDEN CITY",NASSAU,NY,115301659,40.733787,-73.635348,1,rooftop,"1225 Franklin Ave","Ste 335","Garden City, NY 11530",1225,"Franklin Ave",Ste,335,"Garden City",NY,"Nassau County",11530,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"22ND CENTURY TECHNOLOGIES, INC.",710729.6,USA,"8251 GREENSBORO DR",MCLEAN,FAIRFAX,VA,221024938,38.921938,-77.229959,1,rooftop,"8251 Greensboro Dr",,"Mc Lean, VA 22102",8251,"Greensboro Dr",,,"Mc Lean",VA,"Fairfax County",22102,US,Fairfax
"LRP PUBLICATIONS, INC.",690693,USA,"360 HIATT DR","PALM BEACH GARDENS","PALM BEACH",FL,334187106,26.811466,-80.131845,1,rooftop,"360 Hiatt Dr",,"Palm Beach Gardens, FL 33418",360,"Hiatt Dr",,,"Palm Beach Gardens",FL,"Palm Beach County",33418,US,"Palm Beach (Public Domain Palm Beach County)"
"KOMAN CONSTRUCTION, LLC",687494.52,USA,"2700 GAMBELL ST STE 401",ANCHORAGE,ANCHORAGE,AK,995032833,61.196398,-149.870579,1,rooftop,"2700 Gambell St","Ste 401","Anchorage, AK 99503",2700,"Gambell St",Ste,401,Anchorage,AK,"Anchorage Municipality",99503,US,"Anchorage (Municipality of Anchorage)"
"CITY OF COTTAGE GROVE",674433,USA,"12800 RAVINE PKWY","COTTAGE GROVE",WASHINGTON,MN,550166103,44.823496,-92.900353,0.9,rooftop,"12800 Ravine Pkwy S",,"Cottage Grove, MN 55016",12800,"Ravine Pkwy S",,,"Cottage Grove",MN,"Washington County",55016,US,Washington
"CROSSTOWN COURIER SERVICE INC",652281.79,USA,"165 FRONT ST STE 2420 BLDG D",CHICOPEE,HAMPDEN,MA,10131212,42.1494,-72.60996,1,rooftop,"165 Front St","Ste 2420","Chicopee, MA 01013",165,"Front St",Ste,2420,Chicopee,MA,"Hampden County",01013,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"FRANKLIN COVEY CLIENT SALES INC",630118.63,USA,"2200 W PARKWAY BLVD","WEST VALLEY CITY","SALT LAKE",UT,841192099,40.71288,-111.949036,1,rooftop,"2200 W Parkway Blvd",,"West Valley City, UT 84119",2200,"W Parkway Blvd",,,"West Valley City",UT,"Salt Lake County",84119,US,"Utah AGRC (and individual UT counties)"
"SHAIDER-TECH, LLC",630000,USA,"8315 ROUTE 29 STE 400",FAIRFAX,FAIRFAX,VA,220312215,38.873493,-77.232402,1,rooftop,"8315 State Rte 29","Ste 400","Fairfax, VA 22031",8315,"State Rte 29",Ste,400,Fairfax,VA,"Fairfax County",22031,US,Fairfax
"HUDSON RIVER PARK TRUST",628322.68,USA,"PIER 40 2ND FL 353 WEST ST","NEW YORK","NEW YORK",NY,10014,40.706205,-74.016994,0.89,nearest_rooftop_match,"30 West St","Ph 2C","New York, NY 10004",30,"West St",Ph,2C,"New York",NY,"New York County",10004,US,"City of New York"
"EVERYDAY HERO CPR LLC",616241.19,USA,"112 HAWTHORNE DR",MURPHY,COLLIN,TX,750943542,33.010503,-96.608439,1,rooftop,"112 Hawthorne Dr",,"Murphy, TX 75094",112,"Hawthorne Dr",,,Murphy,TX,"Collin County",75094,US,Plano
GETDATA,615128.6,USA,"14 VILLAGE CIR","MANHATTAN BEACH","LOS ANGELES",CA,902667219,33.895035,-118.391071,1,rooftop,"14 Village Cir",,"Manhattan Beach, CA 90266",14,"Village Cir",,,"Manhattan Beach",CA,"Los Angeles County",90266,US,"Los Angeles (Los Angeles County license to copy, publish, distribute and/or transmit the Data, to adapt the Data and to exploit the Data for commercial and/or personal use)"
"INCADENCE STRATEGIC SOLUTIONS LLC",613528.4,USA,"10432 BALLS FORD RD STE 120",MANASSAS,"PRINCE WILLIAM",VA,201092515,38.801468,-77.510599,1,rooftop,"10432 Balls Ford Rd","Ste 120","Manassas, VA 20109",10432,"Balls Ford Rd",Ste,120,Manassas,VA,"Prince William County",20109,US,"Prince William"
"PERSONABLE.COM, INC.",610019.89,USA,"17600 NEWHOPE ST","FOUNTAIN VALLEY",ORANGE,CA,927084220,33.707529,-117.927335,1,rooftop,"17600 Newhope St",,"Fountain Valley, CA 92708",17600,"Newhope St",,,"Fountain Valley",CA,"Orange County",92708,US,"Orange (CC0 1.0)"
"CORNERSTONE DETENTION PRODUCTS, INC",605435,USA,"2511 MIDPARK RD",MONTGOMERY,MONTGOMERY,AL,361091407,32.403265,-86.234818,1,rooftop,"2511 Midpark Rd",,"Montgomery, AL 36109",2511,"Midpark Rd",,,Montgomery,AL,"Montgomery County",36109,US,"City of Montgomery"
"PAT V MACK INC",602139.14,USA,"450 8TH AVE SE","ST PETERSBURG",PINELLAS,FL,337015026,27.762253,-82.629567,1,rooftop,"450 8th Ave SE",,"Saint Petersburg, FL 33701",450,"8th Ave SE",,,"Saint Petersburg",FL,"Pinellas County",33701,US,"Pinellas (Pinellas County)"
"NTT DATA FEDERAL SERVICES, INC.",597958.64,USA,"2551 DULLES VIEW DR",HERNDON,FAIRFAX,VA,201715298,38.94982,-77.428054,1,rooftop,"2551 Dulles View Dr",,"Herndon, VA 20171",2551,"Dulles View Dr",,,Herndon,VA,"Fairfax County",20171,US,Fairfax
"GIANT OAK, INC.",585229.35,USA,"3033 WILSON BLVD STE 700",ARLINGTON,ARLINGTON,VA,222013868,38.888041,-77.094655,1,rooftop,"3033 Wilson Blvd","Ste 700","Arlington, VA 22201",3033,"Wilson Blvd",Ste,700,Arlington,VA,"Arlington County",22201,US,Arlington
"CARAHSOFT TECHNOLOGY CORP",582254.42,USA,"11493 SUNSET HILLS RD",RESTON,FAIRFAX,VA,201905230,38.950373,-77.344884,1,rooftop,"11493 Sunset Hills Rd",,"Reston, VA 20190",11493,"Sunset Hills Rd",,,Reston,VA,"Fairfax County",20190,US,Fairfax
"A-ACTION FACILITY SERVICES, INC.",581958.65,USA,"6607 TRIBBLE STREET",LITHONIA,DEKALB,GA,300584607,33.718055,-84.118493,1,rooftop,"6607 Tribble St",,"Lithonia, GA 30058",6607,"Tribble St",,,Lithonia,GA,"Dekalb County",30058,US,"Dekalb (DeKalb County CC BY 4.0)"
"KNOWLEDGEBANK, INC.",570205.31,USA,"203 HARRISON ST SE",LEESBURG,LOUDOUN,VA,201753784,39.112612,-77.563026,1,rooftop,"203 Harrison St SE",,"Leesburg, VA 20175",203,"Harrison St SE",,,Leesburg,VA,"Loudoun County",20175,US,Loudoun
"COLT'S MANUFACTURING COMPANY, LLC",562935.23,USA,"547 NEW PARK AVE","WEST HARTFORD",CAPITOL,CT,61101336,41.737452,-72.720827,1,range_interpolation,"547 New Park Ave",,"West Hartford, CT 06110",547,"New Park Ave",,,"West Hartford",CT,"Capitol Planning Region",06110,US,"TIGER/Line® dataset from the US Census Bureau"
"CENTRIPETAL NETWORKS, LLC",562880.22,USA,"1875 EXPLORER ST STE 910",RESTON,FAIRFAX,VA,201906023,38.958414,-77.360155,1,rooftop,"1875 Explorer St","Ste 910","Reston, VA 20190",1875,"Explorer St",Ste,910,Reston,VA,"Fairfax County",20190,US,Fairfax
"PETER KIRCHMER",561448.31,USA,"227 NEPTUNE AVE",ENCINITAS,"SAN DIEGO",CA,920242519,33.053179,-117.299386,1,rooftop,"227 Neptune Ave",,"Encinitas, CA 92024",227,"Neptune Ave",,,Encinitas,CA,"San Diego County",92024,US,"San Diego Geographic Information Source - JPA"
"MORRIS BRADLEY L",541510.5,USA,"2116 BUCHANAN DR",ARLINGTON,TARRANT,TX,760113477,32.767515,-97.102248,1,rooftop,"2116 Buchanan Dr",,"Arlington, TX 76011",2116,"Buchanan Dr",,,Arlington,TX,"Tarrant County",76011,US,Tarrant
"AXISCORE LLC",532000,USA,"1629 K ST. SUITE 300",WASHINGTON,"DISTRICT OF COLUMBIA",DC,200061631,38.90293,-77.037898,0.9,rooftop,"1629 K St NW","Ste 300","Washington, DC 20006",1629,"K St NW",Ste,300,Washington,DC,"District of Columbia",20006,US,"Statewide (City of Washington)"
"ACCESSAGILITY LLC",526579.82,USA,"8609 WESTWOOD CENTER DR STE 750",VIENNA,FAIRFAX,VA,221827521,38.928457,-77.24665,1,rooftop,"8609 Westwood Center Dr","Ste 750","Vienna, VA 22182",8609,"Westwood Center Dr",Ste,750,Vienna,VA,"Fairfax County",22182,US,Fairfax
"ABM INDUSTRY GROUPS, LLC",525188.2,USA,"14141 SOUTHWEST FREEWAY STE 477","SUGAR LAND","FORT BEND",TX,774784630,29.61369,-95.605527,1,rooftop,"14141 Southwest Fwy","Ste 477","Sugar Land, TX 77478",14141,"Southwest Fwy",Ste,477,"Sugar Land",TX,"Fort Bend County",77478,US,"Greater Houston"
"AIRLINES REPORTING CORPORATION",510532.9,USA,"3000 WILSON BLVD STE 300",ARLINGTON,ARLINGTON,VA,222033862,38.887653,-77.094564,1,rooftop,"3000 Wilson Blvd","Ste 300","Arlington, VA 22201",3000,"Wilson Blvd",Ste,300,Arlington,VA,"Arlington County",22201,US,Arlington
"IBUY DISTRIBUTION LLC",500669,USA,"50 ATRIUM DRIVE",SOMERSET,SOMERSET,NJ,88734163,40.538116,-74.520418,1,rooftop,"50 Atrium Dr",,"Somerset, NJ 08873",50,"Atrium Dr",,,Somerset,NJ,"Somerset County",08873,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"AJCE CORPORATION",500056,USA,"8570 SW 127 ST",MIAMI,MIAMI-DADE,FL,331565819,25.651881,-80.332732,1,rooftop,"8570 SW 127th St",,"Miami, FL 33156",8570,"SW 127th St",,,Miami,FL,"Miami-Dade County",33156,US,"Miami2 (Public Domain Miami-Dade County)"
"CONCEPT PLUS, LLC",499985.59,USA,"12150 MONUMENT DR STE 615",FAIRFAX,FAIRFAX,VA,220334051,38.864122,-77.36733,1,rooftop,"12150 Monument Dr","Ste 615","Fairfax, VA 22033",12150,"Monument Dr",Ste,615,Fairfax,VA,"Fairfax County",22033,US,Fairfax
"INTEGRATED PARCEL NETWORK",499859.04,USA,"11135 RUSH ST STE A","S EL MONTE","LOS ANGELES",CA,917333520,34.049364,-118.032659,1,rooftop,"11135 Rush St","Ste A","South El Monte, CA 91733",11135,"Rush St",Ste,A,"South El Monte",CA,"Los Angeles County",91733,US,"Los Angeles (Los Angeles County license to copy, publish, distribute and/or transmit the Data, to adapt the Data and to exploit the Data for commercial and/or personal use)"
"NATIONAL COMMISSION ON CORRECTIONAL HEALTH CARE",496736,USA,"1145 W DIVERSEY PKWY",CHICAGO,COOK,IL,606141318,41.932395,-87.657631,1,rooftop,"1145 W Diversey Pkwy",,"Chicago, IL 60614",1145,"W Diversey Pkwy",,,Chicago,IL,"Cook County",60614,US,Cook
"API GROUP LIFE SAFETY USA LLC",496200.74,USA,"1100 OLD HIGHWAY 8 NW","NEW BRIGHTON",RAMSEY,MN,551126447,45.067655,-93.194127,1,rooftop,"1100 Old Highway 8 NW",,"Saint Paul, MN 55112",1100,"Old Highway 8 NW",,,"Saint Paul",MN,"Ramsey County",55112,US,Ramsey
"NORTH STAR IMAGING INCORPORATED",486415.28,USA,"19875 S DIAMOND LAKE RD STE 10",ROGERS,HENNEPIN,MN,553744651,45.19665,-93.531555,1,rooftop,"19875 Diamond Lake Rd S","Ste 10","Rogers, MN 55374",19875,"Diamond Lake Rd S",Ste,10,Rogers,MN,"Hennepin County",55374,US,Hennepin
"RESECURITY INC",480000,USA,"4760 S PECOS RD STE 200","LAS VEGAS",CLARK,NV,891215828,36.10264,-115.10043,1,rooftop,"4760 S Pecos Rd","Ste 200","Las Vegas, NV 89121",4760,"S Pecos Rd",Ste,200,"Las Vegas",NV,"Clark County",89121,US,Clark
"INFAPRO CORPORATION",465690.34,USA,"12707 LAUREL GROVE WAY",FAIRFAX,FAIRFAX,VA,220331625,38.89197,-77.386922,1,rooftop,"12707 Laurel Grove Way",,"Fairfax, VA 22033",12707,"Laurel Grove Way",,,Fairfax,VA,"Fairfax County",22033,US,Fairfax
"RED RIVER TECHNOLOGY LLC",460200,USA,"21 WATER ST STE 500",CLAREMONT,SULLIVAN,NH,37432247,43.374445,-72.339878,1,range_interpolation,"21 Water St","Ste 500","Claremont, NH 03743",21,"Water St",Ste,500,Claremont,NH,"Sullivan County",03743,US,"TIGER/Line® dataset from the US Census Bureau"
"SCHATZ PUBLISHING GROUP, LLC",455901,USA,"11950 W HIGHLAND AVE",BLACKWELL,KAY,OK,746316511,36.709599,-97.261737,0.7,street_center,"W Highland Ave",,"Blackwell, OK 74631",,"W Highland Ave",,,Blackwell,OK,"Kay County",74631,US,"TIGER/Line® dataset from the US Census Bureau"
"TOMCAT ENGINEERING UNLIMITED LLC",452379.75,USA,"3303 S 14TH AVE","MARTINEZ LAKE",YUMA,AZ,853653927,32.667816,-114.637684,1,rooftop,"3303 S 14th Ave",,"Yuma, AZ 85365",3303,"S 14th Ave",,,Yuma,AZ,"Yuma County",85365,US,"Statewide AZ"
"RELIANCE RELOCATION SERVICES, INC",450000,USA,"161 N CLARK ST STE 1250",CHICAGO,COOK,IL,606014294,41.884899,-87.630364,1,rooftop,"161 N Clark St","Ste 1250","Chicago, IL 60601",161,"N Clark St",Ste,1250,Chicago,IL,"Cook County",60601,US,"City of Chicago"
